"","date","time","region","gmv","cnt_call","is_exp","const"
"34","2020/2/19",33,1,15.4798846712458,12.14754899,0,1
"35","2020/2/19",34,1,12.6866603151955,7.469900021,1,1
"36","2020/2/19",35,1,13.8707239483174,10.58833267,0,1
"37","2020/2/19",36,1,14.659786848347,9.029116345,1,1
"38","2020/2/19",37,1,9.72854114843363,9.029116345,0,1
"39","2020/2/19",38,1,11.774946732658,5.910683698,1,1
"40","2020/2/19",39,1,4.63812343785272,5.131075537,0,1
"41","2020/2/19",40,1,8.09433782120503,4.351467375,1,1
"42","2020/2/19",41,1,10.3703386625776,9.808724506,0,1
"43","2020/2/19",42,1,10.139521099869,2.792251052,1,1
"44","2020/2/19",43,1,8.11190510411562,6.69029186,0,1
"45","2020/2/19",44,1,21.3933868808683,3.571859214,1,1
"46","2020/2/19",45,1,3.42677537458848,1.233034729,0,1
"47","2020/2/19",46,1,12.2216587792356,7.469900021,1,1
"48","2020/2/19",47,1,10.1615390675745,1.233034729,0,1
"49","2020/2/20",0,1,2.09035336,0.453426568,0,1
"50","2020/2/20",1,1,4.4579876596366,3.571859214,1,1
"51","2020/2/20",2,1,-0.227695839193362,0.453426568,0,1
"52","2020/2/20",3,1,3.44848503953107,-0.326181594,0,1
"53","2020/2/20",4,1,-2.79244783643496,-0.326181594,0,1
"54","2020/2/20",5,1,-1.25182360273274,0.453426568,1,1
"55","2020/2/20",6,1,-0.676308862549577,-0.326181594,0,1
"56","2020/2/20",7,1,1.3609479280928,1.233034729,1,1
"57","2020/2/20",8,1,0.909929086029409,0.453426568,0,1
"58","2020/2/20",9,1,0.595739582011934,-0.326181594,0,1
"59","2020/2/20",10,1,2.26288961163569,2.012642891,0,1
"60","2020/2/20",11,1,1.11600639567103,0.453426568,1,1
"61","2020/2/20",12,1,5.66140819323158,1.233034729,0,1
"62","2020/2/20",13,1,1.63513526123128,-0.326181594,0,1
"63","2020/2/20",14,1,4.64406767668197,1.233034729,0,1
"64","2020/2/20",15,1,7.12105756268124,2.792251052,1,1
"65","2020/2/20",16,1,5.58802602391138,5.910683698,0,1
"66","2020/2/20",17,1,6.61024534085896,8.249508183,1,1
"67","2020/2/20",18,1,4.2413384672575,5.131075537,0,1
"68","2020/2/20",19,1,-2.40759706305693,2.792251052,1,1
"69","2020/2/20",20,1,4.7260952055128,1.233034729,0,1
"70","2020/2/20",21,1,6.57025750809403,5.131075537,1,1
"71","2020/2/20",22,1,5.31828357053622,2.012642891,0,1
"72","2020/2/20",23,1,-1.860414450273,3.571859214,1,1
"73","2020/2/20",24,1,14.8517594021232,4.351467375,0,1
"74","2020/2/20",25,1,4.85669701237483,9.029116345,1,1
"75","2020/2/20",26,1,7.61452376258288,8.249508183,0,1
"76","2020/2/20",27,1,12.8853837030939,5.910683698,1,1
"77","2020/2/20",28,1,4.28682889809065,5.910683698,0,1
"78","2020/2/20",29,1,20.9725083108881,7.469900021,1,1
"79","2020/2/20",30,1,10.3373230651845,8.249508183,0,1
"80","2020/2/20",31,1,12.109868221942,7.469900021,1,1
"81","2020/2/20",32,1,10.4277908377612,4.351467375,0,1
"82","2020/2/20",33,1,17.944462033804,10.58833267,1,1
"83","2020/2/20",34,1,12.3520929852973,7.469900021,0,1
"84","2020/2/20",35,1,14.025285411332,8.249508183,1,1
"85","2020/2/20",36,1,18.0068710800858,8.249508183,0,1
"86","2020/2/20",37,1,15.0699195848176,5.131075537,1,1
"87","2020/2/20",38,1,10.4819900634435,12.92715715,0,1
"88","2020/2/20",39,1,14.8303002991211,4.351467375,1,1
"89","2020/2/20",40,1,8.57452312388736,11.36794083,0,1
"90","2020/2/20",41,1,5.57863813377207,6.69029186,1,1
"91","2020/2/20",42,1,4.76538020207212,5.910683698,0,1
"92","2020/2/20",43,1,6.25814925507823,5.131075537,1,1
"93","2020/2/20",44,1,11.5491340026043,19.16402244,0,1
"94","2020/2/20",45,1,2.32695042028029,9.029116345,1,1
"95","2020/2/20",46,1,1.87182279852907,5.131075537,0,1
"96","2020/2/20",47,1,0.22567606468172,5.131075537,1,1
"97","2020/2/21",0,1,2.527970571,2.012642891,1,1
"98","2020/2/21",1,1,7.2575751245767,4.351467375,0,1
"99","2020/2/21",2,1,0.137322507517297,2.012642891,1,1
"100","2020/2/21",3,1,3.24182353182034,1.233034729,0,1
"101","2020/2/21",4,1,0.0283196086943671,0.453426568,1,1
"102","2020/2/21",5,1,-0.278618268605276,-0.326181594,0,1
"103","2020/2/21",6,1,-0.198573936743746,-0.326181594,0,1
"104","2020/2/21",7,1,0.645245258471892,2.012642891,0,1
"105","2020/2/21",8,1,0.8174484816497,-0.326181594,0,1
"106","2020/2/21",9,1,0.630807453979678,-0.326181594,0,1
"107","2020/2/21",10,1,1.38588114780624,2.012642891,1,1
"108","2020/2/21",11,1,2.78710168247129,-0.326181594,0,1
"109","2020/2/21",12,1,4.56181014629451,2.012642891,1,1
"110","2020/2/21",13,1,0.141573783271072,-0.326181594,0,1
"111","2020/2/21",14,1,-0.999706630495522,2.012642891,1,1
"112","2020/2/21",15,1,6.89270562233368,5.910683698,0,1
"113","2020/2/21",16,1,16.9821807584054,8.249508183,1,1
"114","2020/2/21",17,1,15.1139575683923,9.029116345,0,1
"115","2020/2/21",18,1,10.8651367900243,4.351467375,1,1
"116","2020/2/21",19,1,8.57282407878544,3.571859214,0,1
"117","2020/2/21",20,1,3.33922070845538,2.792251052,1,1
"118","2020/2/21",21,1,11.9001015862529,9.808724506,0,1
"119","2020/2/21",22,1,3.90178590798735,8.249508183,1,1
"120","2020/2/21",23,1,6.03621373844184,4.351467375,0,1
"121","2020/2/21",24,1,15.0473827049508,9.808724506,1,1
"122","2020/2/21",25,1,4.37322681940541,7.469900021,0,1
"123","2020/2/21",26,1,23.3262570816576,12.14754899,1,1
"124","2020/2/21",27,1,8.30272372208623,10.58833267,0,1
"125","2020/2/21",28,1,11.4685863644838,9.808724506,1,1
"126","2020/2/21",29,1,11.7324951192615,12.14754899,0,1
"127","2020/2/21",30,1,14.0906999372009,13.70676531,1,1
"128","2020/2/21",31,1,11.0907187308257,12.14754899,0,1
"129","2020/2/21",32,1,6.27912999865647,12.14754899,1,1
"130","2020/2/21",33,1,17.7080791701555,12.92715715,0,1
"131","2020/2/21",34,1,3.9612222730995,15.26598164,1,1
"132","2020/2/21",35,1,22.2564242558705,19.94363061,0,1
"133","2020/2/21",36,1,22.1322872194038,14.48637348,1,1
"134","2020/2/21",37,1,13.8119788678126,9.808724506,0,1
"135","2020/2/21",38,1,12.8273792041254,8.249508183,1,1
"136","2020/2/21",39,1,18.1726978322615,9.808724506,0,1
"137","2020/2/21",40,1,13.7582302615266,11.36794083,1,1
"138","2020/2/21",41,1,8.64024014090796,8.249508183,0,1
"139","2020/2/21",42,1,8.46414662794064,7.469900021,1,1
"140","2020/2/21",43,1,5.31360044605859,5.131075537,0,1
"141","2020/2/21",44,1,6.93692742710765,7.469900021,1,1
"142","2020/2/21",45,1,13.6962573321629,12.92715715,0,1
"143","2020/2/21",46,1,1.02560058283068,3.571859214,1,1
"144","2020/2/21",47,1,12.3355338390946,5.910683698,0,1
"145","2020/2/22",0,1,4.590166743,2.792251052,0,1
"146","2020/2/22",1,1,8.34132794537123,3.571859214,1,1
"147","2020/2/22",2,1,3.52740626328845,2.792251052,0,1
"148","2020/2/22",3,1,0.845276645226725,2.792251052,1,1
"149","2020/2/22",4,1,3.07307913155739,2.792251052,0,1
"150","2020/2/22",5,1,0.549818360881472,-0.326181594,0,1
"151","2020/2/22",6,1,-1.25337939591606,-0.326181594,0,1
"152","2020/2/22",7,1,3.56763440653944,1.233034729,1,1
"153","2020/2/22",8,1,1.22205871602996,1.233034729,0,1
"154","2020/2/22",9,1,1.29297830065638,1.233034729,1,1
"155","2020/2/22",10,1,2.55416559323475,2.012642891,0,1
"156","2020/2/22",11,1,1.50667342443389,0.453426568,1,1
"157","2020/2/22",12,1,1.7475647894115,0.453426568,0,1
"158","2020/2/22",13,1,3.87534983666295,-0.326181594,0,1
"159","2020/2/22",14,1,5.1489898935417,3.571859214,0,1
"160","2020/2/22",15,1,2.46227329655537,0.453426568,1,1
"161","2020/2/22",16,1,2.02074031825358,3.571859214,0,1
"162","2020/2/22",17,1,2.35151386797508,5.131075537,1,1
"163","2020/2/22",18,1,2.21657449625376,0.453426568,0,1
"164","2020/2/22",19,1,-8.57082419695952,2.792251052,1,1
"165","2020/2/22",20,1,7.86336981893002,2.792251052,0,1
"166","2020/2/22",21,1,9.9894821472234,8.249508183,1,1
"167","2020/2/22",22,1,4.03939156060523,2.012642891,0,1
"168","2020/2/22",23,1,8.02023248477799,5.910683698,1,1
"169","2020/2/22",24,1,12.5973926733565,8.249508183,0,1
"170","2020/2/22",25,1,9.27160354598278,4.351467375,1,1
"171","2020/2/22",26,1,23.2759302662589,8.249508183,0,1
"172","2020/2/22",27,1,12.4547192132851,9.029116345,1,1
"173","2020/2/22",28,1,8.60444187072929,6.69029186,0,1
"174","2020/2/22",29,1,15.122421490348,3.571859214,1,1
"175","2020/2/22",30,1,9.05905366847928,5.910683698,0,1
"176","2020/2/22",31,1,11.9244280292267,11.36794083,1,1
"177","2020/2/22",32,1,22.2942565056339,16.82519796,0,1
"178","2020/2/22",33,1,10.2599912733029,7.469900021,1,1
"179","2020/2/22",34,1,18.0334649876901,11.36794083,0,1
"180","2020/2/22",35,1,18.0764030151981,9.029116345,1,1
"181","2020/2/22",36,1,19.3583272813708,9.029116345,0,1
"182","2020/2/22",37,1,10.1120543029593,4.351467375,1,1
"183","2020/2/22",38,1,9.8249151295679,9.808724506,0,1
"184","2020/2/22",39,1,12.5481463863501,7.469900021,1,1
"185","2020/2/22",40,1,10.1908276256595,5.910683698,0,1
"186","2020/2/22",41,1,5.97217770468396,7.469900021,1,1
"187","2020/2/22",42,1,5.9593049704012,6.69029186,0,1
"188","2020/2/22",43,1,0.783588381771117,2.792251052,1,1
"189","2020/2/22",44,1,14.4495784484096,7.469900021,0,1
"190","2020/2/22",45,1,-3.88832561970293,2.012642891,1,1
"191","2020/2/22",46,1,-3.36663628996447,4.351467375,0,1
"192","2020/2/22",47,1,4.44641809014941,4.351467375,1,1
"193","2020/2/23",0,1,3.097109102,4.351467375,1,1
"194","2020/2/23",1,1,6.1560139140357,3.571859214,0,1
"195","2020/2/23",2,1,1.08201752872319,2.012642891,1,1
"196","2020/2/23",3,1,1.86132607001827,2.792251052,0,1
"197","2020/2/23",4,1,0.287650420175137,-0.326181594,0,1
"198","2020/2/23",5,1,1.10704438880919,0.453426568,0,1
"199","2020/2/23",6,1,0.791727627613355,-0.326181594,0,1
"200","2020/2/23",7,1,1.47738216426124,-0.326181594,0,1
"201","2020/2/23",8,1,0.214180965803806,-0.326181594,0,1
"202","2020/2/23",9,1,1.98410322145792,1.233034729,0,1
"203","2020/2/23",10,1,2.23851034243708,1.233034729,1,1
"204","2020/2/23",11,1,0.657517187135143,0.453426568,0,1
"205","2020/2/23",12,1,3.31769601739088,-0.326181594,0,1
"206","2020/2/23",13,1,5.47188135185704,3.571859214,0,1
"207","2020/2/23",14,1,12.4507911150065,4.351467375,1,1
"208","2020/2/23",15,1,6.91695764048119,3.571859214,0,1
"209","2020/2/23",16,1,-0.175761073078094,1.233034729,1,1
"210","2020/2/23",17,1,6.30268823419658,6.69029186,0,1
"211","2020/2/23",18,1,5.21565575615521,5.910683698,1,1
"212","2020/2/23",19,1,0.336601552686853,4.351467375,0,1
"213","2020/2/23",20,1,3.53096071275516,2.792251052,1,1
"214","2020/2/23",21,1,13.7643953929563,4.351467375,0,1
"215","2020/2/23",22,1,5.89318527232223,5.910683698,1,1
"216","2020/2/23",23,1,9.81588246037483,10.58833267,0,1
"217","2020/2/23",24,1,16.8801813322623,8.249508183,1,1
"218","2020/2/23",25,1,10.1112025637633,9.029116345,0,1
"219","2020/2/23",26,1,24.5036088400657,16.0455898,1,1
"220","2020/2/23",27,1,14.8182107722996,12.92715715,0,1
"221","2020/2/23",28,1,3.75321019471449,14.48637348,1,1
"222","2020/2/23",29,1,18.0273103019628,14.48637348,0,1
"223","2020/2/23",30,1,9.9686536567909,7.469900021,1,1
"224","2020/2/23",31,1,13.0970832919744,10.58833267,0,1
"225","2020/2/23",32,1,24.7008525429829,13.70676531,1,1
"226","2020/2/23",33,1,11.9757567252868,10.58833267,0,1
"227","2020/2/23",34,1,10.941846187033,10.58833267,1,1
"228","2020/2/23",35,1,17.1678800363434,17.60480612,0,1
"229","2020/2/23",36,1,21.2896799866969,10.58833267,1,1
"230","2020/2/23",37,1,12.6375372866468,7.469900021,0,1
"231","2020/2/23",38,1,6.80280441083335,13.70676531,1,1
"232","2020/2/23",39,1,19.0083598249345,18.38441428,0,1
"233","2020/2/23",40,1,14.0880425394318,15.26598164,1,1
"234","2020/2/23",41,1,5.40562981823528,9.029116345,0,1
"235","2020/2/23",42,1,9.7029757401537,18.38441428,1,1
"236","2020/2/23",43,1,4.92771739997995,8.249508183,0,1
"237","2020/2/23",44,1,13.611315774739,5.910683698,1,1
"238","2020/2/23",45,1,7.93389327113268,2.012642891,0,1
"239","2020/2/23",46,1,-0.904634268634982,8.249508183,1,1
"240","2020/2/23",47,1,6.100532464967,5.131075537,0,1
"241","2020/2/24",0,1,6.984436082,3.571859214,0,1
"242","2020/2/24",1,1,3.46945342896006,5.910683698,1,1
"243","2020/2/24",2,1,4.81704675039428,1.233034729,0,1
"244","2020/2/24",3,1,6.60484878157749,7.469900021,1,1
"245","2020/2/24",4,1,3.8857742721667,0.453426568,0,1
"246","2020/2/24",5,1,0.173822526336529,-0.326181594,0,1
"247","2020/2/24",6,1,0.231815021554323,1.233034729,0,1
"248","2020/2/24",7,1,2.11984681124308,1.233034729,1,1
"249","2020/2/24",8,1,0.773801556514173,-0.326181594,0,1
"250","2020/2/24",9,1,1.9333313303572,0.453426568,1,1
"251","2020/2/24",10,1,1.40547302176835,0.453426568,0,1
"252","2020/2/24",11,1,1.09832365385183,0.453426568,1,1
"253","2020/2/24",12,1,2.27379546432205,1.233034729,0,1
"254","2020/2/24",13,1,5.61818236747459,-0.326181594,0,1
"255","2020/2/24",14,1,-2.28498923155914,4.351467375,0,1
"256","2020/2/24",15,1,13.5723628998842,3.571859214,1,1
"257","2020/2/24",16,1,15.8698391785428,7.469900021,0,1
"258","2020/2/24",17,1,6.50138838556911,5.131075537,1,1
"259","2020/2/24",18,1,2.73722705165234,6.69029186,0,1
"260","2020/2/24",19,1,6.55743011518198,5.910683698,1,1
"261","2020/2/24",20,1,8.61769701160899,9.029116345,0,1
"262","2020/2/24",21,1,27.2228547486439,13.70676531,1,1
"263","2020/2/24",22,1,10.4570345409016,8.249508183,0,1
"264","2020/2/24",23,1,9.08410537465905,3.571859214,1,1
"265","2020/2/24",24,1,7.24495842951447,10.58833267,0,1
"266","2020/2/24",25,1,10.0977049332504,9.029116345,1,1
"267","2020/2/24",26,1,16.1421436291878,11.36794083,0,1
"268","2020/2/24",27,1,13.4628179142546,12.92715715,1,1
"269","2020/2/24",28,1,17.7477241577819,15.26598164,0,1
"270","2020/2/24",29,1,-0.881229623174454,12.14754899,1,1
"271","2020/2/24",30,1,10.9432872502053,13.70676531,0,1
"272","2020/2/24",31,1,13.6319974980652,13.70676531,1,1
"273","2020/2/24",32,1,11.7777143438952,12.92715715,0,1
"274","2020/2/24",33,1,32.3110114258876,15.26598164,1,1
"275","2020/2/24",34,1,20.0874461057999,12.92715715,0,1
"276","2020/2/24",35,1,15.3241223054411,8.249508183,1,1
"277","2020/2/24",36,1,19.477110529332,13.70676531,0,1
"278","2020/2/24",37,1,9.0461746775354,3.571859214,1,1
"279","2020/2/24",38,1,14.571850093767,14.48637348,0,1
"280","2020/2/24",39,1,13.0736821306508,9.029116345,1,1
"281","2020/2/24",40,1,7.76795520463685,7.469900021,0,1
"282","2020/2/24",41,1,11.3966224720834,5.131075537,1,1
"283","2020/2/24",42,1,10.9919035124722,6.69029186,0,1
"284","2020/2/24",43,1,7.01135163771994,10.58833267,1,1
"285","2020/2/24",44,1,-0.856147909450835,7.469900021,0,1
"286","2020/2/24",45,1,10.3224941840619,8.249508183,1,1
"287","2020/2/24",46,1,-5.95478561075817,5.910683698,0,1
"288","2020/2/24",47,1,7.90848004211049,5.131075537,1,1
"289","2020/2/25",0,1,9.898614288,5.910683698,1,1
"290","2020/2/25",1,1,6.09828360111795,2.792251052,0,1
"291","2020/2/25",2,1,-0.309387080617219,2.792251052,1,1
"292","2020/2/25",3,1,3.20738361609323,1.233034729,0,1
"293","2020/2/25",4,1,-0.230365414134387,3.571859214,1,1
"294","2020/2/25",5,1,1.20829721050814,-0.326181594,0,1
"295","2020/2/25",6,1,-1.34670201357923,1.233034729,1,1
"296","2020/2/25",7,1,2.71816200851986,3.571859214,0,1
"297","2020/2/25",8,1,2.8806037075496,0.453426568,1,1
"298","2020/2/25",9,1,0.592065293023992,-0.326181594,0,1
"299","2020/2/25",10,1,2.38024122897958,2.792251052,1,1
"300","2020/2/25",11,1,2.1907677224828,2.012642891,0,1
"301","2020/2/25",12,1,1.95122210995643,0.453426568,1,1
"302","2020/2/25",13,1,-0.324059089945233,0.453426568,0,1
"303","2020/2/25",14,1,1.15083199090619,0.453426568,1,1
"304","2020/2/25",15,1,5.05708849200017,2.792251052,0,1
"305","2020/2/25",16,1,5.26179540051485,7.469900021,1,1
"306","2020/2/25",17,1,6.47919344652979,11.36794083,0,1
"307","2020/2/25",18,1,6.20066547870529,12.14754899,1,1
"308","2020/2/25",19,1,-0.300164202601068,5.131075537,0,1
"309","2020/2/25",20,1,8.72193459088744,11.36794083,1,1
"310","2020/2/25",21,1,6.3586024896584,9.029116345,0,1
"311","2020/2/25",22,1,7.2002952404639,10.58833267,1,1
"312","2020/2/25",23,1,10.6223091319444,9.029116345,0,1
"313","2020/2/25",24,1,22.1329446839224,12.92715715,1,1
"314","2020/2/25",25,1,14.2489251845159,19.16402244,0,1
"315","2020/2/25",26,1,29.4402831014448,16.0455898,1,1
"316","2020/2/25",27,1,11.8245249988446,12.92715715,0,1
"317","2020/2/25",28,1,10.1369315335731,11.36794083,1,1
"318","2020/2/25",29,1,7.20742595682162,7.469900021,0,1
"319","2020/2/25",30,1,15.5528362478387,6.69029186,1,1
"320","2020/2/25",31,1,29.7531408712931,16.82519796,0,1
"321","2020/2/25",32,1,19.3845876992837,11.36794083,1,1
"322","2020/2/25",33,1,13.9060266078796,19.94363061,0,1
"323","2020/2/25",34,1,9.66612369966072,15.26598164,1,1
"324","2020/2/25",35,1,24.9613939017169,23.06206325,0,1
"325","2020/2/25",36,1,21.6030152941067,21.50284693,1,1
"326","2020/2/25",37,1,3.91401678832293,11.36794083,0,1
"327","2020/2/25",38,1,14.3295793681975,10.58833267,1,1
"328","2020/2/25",39,1,-2.2553666504356,10.58833267,0,1
"329","2020/2/25",40,1,8.86335415385999,9.029116345,1,1
"330","2020/2/25",41,1,5.68575509139472,5.910683698,0,1
"331","2020/2/25",42,1,19.7647422639331,12.92715715,1,1
"332","2020/2/25",43,1,-2.06852416820643,3.571859214,0,1
"333","2020/2/25",44,1,12.4531873887763,7.469900021,1,1
"334","2020/2/25",45,1,6.65574166613282,5.131075537,0,1
"335","2020/2/25",46,1,12.3745215713934,8.249508183,1,1
"336","2020/2/25",47,1,9.84762219075427,2.792251052,0,1
"337","2020/2/26",0,1,0.6125551,0.453426568,0,1
"338","2020/2/26",1,1,5.28810882491158,5.131075537,1,1
"339","2020/2/26",2,1,7.79266362645814,2.792251052,0,1
"340","2020/2/26",3,1,7.41673340977101,1.233034729,1,1
"341","2020/2/26",4,1,0.0751819709598658,-0.326181594,0,1
"342","2020/2/26",5,1,0.13059794813184,0.453426568,1,1
"343","2020/2/26",6,1,0.214158955361317,0.453426568,0,1
"344","2020/2/26",7,1,1.8083814110273,1.233034729,1,1
"345","2020/2/26",8,1,1.99266298318098,3.571859214,0,1
"346","2020/2/26",9,1,0.686046199823485,0.453426568,1,1
"347","2020/2/26",10,1,1.9136973014687,3.571859214,0,1
"348","2020/2/26",11,1,1.91463855393949,2.012642891,1,1
"349","2020/2/26",12,1,2.07891498919575,0.453426568,0,1
"350","2020/2/26",13,1,5.69795945842131,2.792251052,1,1
"351","2020/2/26",14,1,11.0408356838921,5.131075537,0,1
"352","2020/2/26",15,1,6.58621586290235,5.910683698,1,1
"353","2020/2/26",16,1,13.5947335211794,6.69029186,0,1
"354","2020/2/26",17,1,14.5304198613514,10.58833267,1,1
"355","2020/2/26",18,1,7.10155945511629,9.029116345,0,1
"356","2020/2/26",19,1,12.9071799082855,5.910683698,1,1
"357","2020/2/26",20,1,8.21580044559661,11.36794083,0,1
"358","2020/2/26",21,1,14.6408177324375,11.36794083,1,1
"359","2020/2/26",22,1,4.53830841786023,11.36794083,0,1
"360","2020/2/26",23,1,14.8333177606452,7.469900021,1,1
"361","2020/2/26",24,1,21.6619461621124,17.60480612,0,1
"362","2020/2/26",25,1,16.463315775756,15.26598164,1,1
"363","2020/2/26",26,1,20.0636141111806,16.0455898,0,1
"364","2020/2/26",27,1,8.61491043441463,8.249508183,1,1
"365","2020/2/26",28,1,15.1655955089824,9.808724506,0,1
"366","2020/2/26",29,1,-5.43845307709619,11.36794083,1,1
"367","2020/2/26",30,1,16.2071464359858,12.92715715,0,1
"368","2020/2/26",31,1,22.9366366212904,16.0455898,1,1
"369","2020/2/26",32,1,20.6671332390577,19.16402244,0,1
"370","2020/2/26",33,1,16.914353001557,13.70676531,1,1
"371","2020/2/26",34,1,28.4445097034284,23.06206325,0,1
"372","2020/2/26",35,1,13.5367930542169,13.70676531,1,1
"373","2020/2/26",36,1,18.463496972222,17.60480612,0,1
"374","2020/2/26",37,1,4.14684752223305,24.62127958,1,1
"375","2020/2/26",38,1,11.9286056419029,6.69029186,0,1
"376","2020/2/26",39,1,8.18870632891411,5.910683698,1,1
"377","2020/2/26",40,1,3.0066697764912,6.69029186,0,1
"378","2020/2/26",41,1,11.8617107958279,9.029116345,1,1
"379","2020/2/26",42,1,9.71827992271618,12.92715715,0,1
"380","2020/2/26",43,1,7.15376656888913,7.469900021,1,1
"381","2020/2/26",44,1,13.2880467327393,18.38441428,0,1
"382","2020/2/26",45,1,5.7456681946885,5.131075537,1,1
"383","2020/2/26",46,1,11.4065202441759,9.808724506,0,1
"384","2020/2/26",47,1,-11.6534489238276,10.58833267,1,1
"385","2020/2/27",0,1,2.886565994,3.571859214,1,1
"386","2020/2/27",1,1,4.53264959315239,4.351467375,0,1
"387","2020/2/27",2,1,-0.899238067128389,2.792251052,1,1
"388","2020/2/27",3,1,4.57010563692611,5.910683698,0,1
"389","2020/2/27",4,1,-0.942857374288155,2.792251052,1,1
"390","2020/2/27",5,1,0.0361619580328914,2.792251052,0,1
"391","2020/2/27",6,1,-1.49043928442143,1.233034729,1,1
"392","2020/2/27",7,1,1.89674456937138,2.012642891,0,1
"393","2020/2/27",8,1,1.28737806072962,1.233034729,1,1
"394","2020/2/27",9,1,0.594081241574373,1.233034729,0,1
"395","2020/2/27",10,1,1.78072521130823,1.233034729,1,1
"396","2020/2/27",11,1,-0.228573351940733,1.233034729,0,1
"397","2020/2/27",12,1,1.84981111348036,2.012642891,1,1
"398","2020/2/27",13,1,4.3549154057004,2.012642891,0,1
"399","2020/2/27",14,1,12.5095153795777,1.233034729,1,1
"400","2020/2/27",15,1,7.48502627449029,9.029116345,0,1
"401","2020/2/27",16,1,16.2600674681887,13.70676531,1,1
"402","2020/2/27",17,1,12.5682063748523,12.92715715,0,1
"403","2020/2/27",18,1,19.7572936167912,7.469900021,1,1
"404","2020/2/27",19,1,15.4274340607024,16.0455898,0,1
"405","2020/2/27",20,1,10.0018777827425,5.131075537,1,1
"406","2020/2/27",21,1,9.86940662743058,14.48637348,0,1
"407","2020/2/27",22,1,10.5685307762134,14.48637348,1,1
"408","2020/2/27",23,1,9.99649223211224,8.249508183,0,1
"409","2020/2/27",24,1,12.9493559558422,8.249508183,1,1
"410","2020/2/27",25,1,7.3472360104209,6.69029186,0,1
"411","2020/2/27",26,1,15.7827771257021,13.70676531,1,1
"412","2020/2/27",27,1,12.6632073632488,11.36794083,0,1
"413","2020/2/27",28,1,14.0728685077467,13.70676531,1,1
"414","2020/2/27",29,1,3.65981766675392,12.92715715,0,1
"415","2020/2/27",30,1,18.732053375689,18.38441428,1,1
"416","2020/2/27",31,1,18.0411279202246,13.70676531,0,1
"417","2020/2/27",32,1,11.5988485599142,20.72323877,1,1
"418","2020/2/27",33,1,16.2801417761781,14.48637348,0,1
"419","2020/2/27",34,1,11.4284746964847,13.70676531,1,1
"420","2020/2/27",35,1,21.979929919288,19.16402244,0,1
"421","2020/2/27",36,1,28.6150691823997,25.40088774,1,1
"422","2020/2/27",37,1,12.1800124911529,12.14754899,0,1
"423","2020/2/27",38,1,22.1361903983518,9.808724506,1,1
"424","2020/2/27",39,1,2.57369353189029,9.808724506,0,1
"425","2020/2/27",40,1,14.4774294306181,7.469900021,1,1
"426","2020/2/27",41,1,5.22216062581885,8.249508183,0,1
"427","2020/2/27",42,1,11.0262556655061,5.131075537,1,1
"428","2020/2/27",43,1,11.8123990642854,5.131075537,0,1
"429","2020/2/27",44,1,30.0221063390026,15.26598164,1,1
"430","2020/2/27",45,1,8.23033129149822,5.131075537,0,1
"431","2020/2/27",46,1,1.25323733440297,3.571859214,1,1
"432","2020/2/27",47,1,14.0017968785424,3.571859214,0,1
"433","2020/2/28",0,1,3.621741109,5.131075537,0,1
"434","2020/2/28",1,1,5.21324553253918,3.571859214,1,1
